-262.287	 -85.2223	 -53.495	400
-263.705	 -85.6831	 -168.602	400
-263.705	 -85.6831	 -166.873	400
-263.705	 -85.6831	 -164.26	400
-243.161	 -123.897	 -79.43	400
-252.883	 -128.85	 -190.95	400
9.55713e-15	 -156.085	 -141.186	400
-72.2029	 -141.706	 -105.74	400
-22.8418	 -144.217	 -129.3	400
-45.2973	 -139.411	 -118.66	400
29.4294	 -185.81	 -160.958	400
39.6491	 -250.335	 -190.402	400
39.4927	 -249.347	 -190.402	400
38.8222	 -245.113	 -190.402	400
38.509	 -243.136	 -190.402	400
38.2012	 -241.193	 -190.402	400
