1.08194e-14	 -176.7	 -12.55	185
1.07729e-14	 -175.94	 -12.55	185
1.08194e-14	 -176.7	 -4.57	185
1.07729e-14	 -175.94	 -4.57	185
24.9521	 -157.541	 -14.7277	185
24.8035	 -156.603	 -14.7277	185
24.9521	 -157.541	 -13.12	185
24.8035	 -156.603	 -13.12	185
24.9521	 -157.541	 -5.14	185
24.8035	 -156.603	 -5.14	185
162.13	 -223.153	 -6.85	185
142.146	 -195.647	 -6.85	185
121.27	 -166.914	 -12.17	185
115.438	 -158.887	 -12.17	185
75.3034	 -147.791	 -12.93	185
74.7427	 -146.691	 -12.93	185
75.3034	 -147.791	 -5.14	185
74.7427	 -146.691	 -5.14	185
48.4091	 -148.988	 -13.12	185
48.2329	 -148.446	 -13.12	185
48.4091	 -148.988	 -5.14	185
48.2329	 -148.446	 -5.14	185
1.08194e-14	 -176.7	 -39.91	187.5
1.07729e-14	 -175.94	 -39.91	187.5
1.03325e-14	 -168.748	 -12.55	187.5
1.03325e-14	 -168.748	 -4.57	187.5
24.9521	 -157.541	 -42.19	187.5
24.8035	 -156.603	 -42.19	187.5
24.0604	 -151.911	 -14.7277	187.5
24.0604	 -151.911	 -13.12	187.5
24.0604	 -151.911	 -5.14	187.5
162.13	 -223.153	 -47.795	187.5
142.146	 -195.647	 -47.795	187.5
162.13	 -223.153	 -13.31	187.5
142.146	 -195.647	 -13.31	187.5
121.27	 -166.914	 -47.51	187.5
115.438	 -158.887	 -47.51	187.5
118.43	 -163.005	 -12.17	187.5
75.3034	 -147.791	 -45.23	187.5
74.7427	 -146.691	 -45.23	187.5
73.3626	 -143.982	 -12.93	187.5
73.3626	 -143.982	 -5.14	187.5
48.4091	 -148.988	 -43.71	187.5
48.2329	 -148.446	 -43.71	187.5
46.9999	 -144.651	 -13.12	187.5
46.9999	 -144.651	 -5.14	187.5
